"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"1:58:32.8413447 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKLM\SOFTWARE\Microsoft\AppModel\Lookaside\machine\Software\Microsoft\OLE\Tracing","NAME NOT FOUND","Desired Access: Read"
"1:58:32.8417970 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKCU","SUCCESS","Desired Access: Read"
"1:58:32.8418139 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"1:58:32.8418215 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegQueryKey","HKCU","SUCCESS","Query: Name"
"1:58:32.8418334 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Themes\Personalize","SUCCESS","Desired Access: Query Value"
"1:58:32.8418478 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegSetInfoKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Themes\Personalize","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"1:58:32.8418575 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegQueryValue","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Themes\Personalize\AppsUseLightTheme","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"1:58:32.8418713 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegCloseKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Themes\Personalize","SUCCESS",""
"1:58:32.8418800 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegCloseKey","HKCU","SUCCESS",""
"1:58:32.8805728 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","Load Image","C:\Windows\SysWOW64\msctf.dll","SUCCESS","Image Base: 0x763f0000, Image Size: 0xd3000"
"1:58:32.8807382 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","Load Image","C:\Windows\SysWOW64\oleaut32.dll","SUCCESS","Image Base: 0x75e10000, Image Size: 0x96000"
"1:58:32.8809301 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","Load Image","C:\Windows\SysWOW64\sechost.dll","SUCCESS","Image Base: 0x76910000, Image Size: 0x75000"
"1:58:32.8814694 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","CreateFile","C:\Windows\SysWOW64\ole32.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"1:58:32.8815398 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","QueryBasicInformationFile","C:\Windows\SysWOW64\ole32.dll","SUCCESS","CreationTime: 11/18/2020 7:49:41 PM, LastAccessTime: 8/22/2022 12:36:10 PM, LastWriteTime: 11/18/2020 7:49:41 PM, ChangeTime: 6/6/2021 12:01:05 AM, FileAttributes: A"
"1:58:32.8815491 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","CloseFile","C:\Windows\SysWOW64\ole32.dll","SUCCESS",""
"1:58:32.8816690 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","CreateFile","C:\Windows\SysWOW64\ole32.dll","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"1:58:32.8817131 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","CreateFileMapping","C:\Windows\SysWOW64\ole32.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE_WRITECOPY"
"1:58:32.8817228 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","QueryStandardInformationFile","C:\Windows\SysWOW64\ole32.dll","SUCCESS","AllocationSize: 925,696, EndOfFile: 924,528, NumberOfLinks: 2, DeletePending: False, Directory: False"
"1:58:32.8817668 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","CreateFileMapping","C:\Windows\SysWOW64\ole32.dll","SUCCESS","SyncType: SyncTypeOther"
"1:58:32.8818304 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","CloseFile","C:\Windows\SysWOW64\ole32.dll","SUCCESS",""
"1:58:32.8820067 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"1:58:32.8820165 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegQueryKey","HKLM","SUCCESS","Query: Name"
"1:58:32.8820390 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\OLEAUT","NAME NOT FOUND","Desired Access: Query Value"
"1:58:32.8820730 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegQueryKey","HKLM","BUFFER TOO SMALL","Query: Name, Length: 0"
"1:58:32.8820830 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegQueryKey","HKLM","SUCCESS","Query: Name"
"1:58:32.8820978 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKLM\SOFTWARE\Microsoft\AppModel\Lookaside\machine\SOFTWARE\Microsoft\OLEAUT","NAME NOT FOUND","Desired Access: Read"
"1:58:32.8830957 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale","REPARSE","Desired Access: Read"
"1:58:32.8831087 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale","SUCCESS","Desired Access: Read"
"1:58:32.8831232 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegSetInfoKey","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"1:58:32.8831321 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale\en-US","NAME NOT FOUND","Length: 532"
"1:58:32.8831425 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegCloseKey","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale","SUCCESS",""
"1:58:32.8831546 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale","REPARSE","Desired Access: Read"
"1:58:32.8831659 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale","SUCCESS","Desired Access: Read"
"1:58:32.8831765 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegSetInfoKey","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"1:58:32.8831842 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale\en-US","NAME NOT FOUND","Length: 532"
"1:58:32.8831928 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegCloseKey","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale","SUCCESS",""
"1:58:32.8841534 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegQueryKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"1:58:32.8842160 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\5fc6f24d43bc7ca45a81d159291955d1.exe","NAME NOT FOUND","Desired Access: Query Value, Enumerate Sub Keys"
"1:58:32.8842649 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKLM\Software\Microsoft\Wow64\x86\xtajit","NAME NOT FOUND","Desired Access: Query Value"
"1:58:32.8843572 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","CreateFile","D:\Internship Report\5fc6f24d43bc7ca45a81d159291955d1.exe","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Read Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"1:58:32.8843770 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","CreateFileMapping","D:\Internship Report\5fc6f24d43bc7ca45a81d159291955d1.exe","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE_READ|PAGE_NOCACHE"
"1:58:32.8843934 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKLM\System\CurrentControlSet\Control\CI","REPARSE","Desired Access: Read"
"1:58:32.8844036 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKLM\System\CurrentControlSet\Control\CI","SUCCESS","Desired Access: Read"
"1:58:32.8844158 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegQueryValue","HKLM\System\CurrentControlSet\Control\CI\Disable26178932","NAME NOT FOUND","Length: 20"
"1:58:32.8844251 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegCloseKey","HKLM\System\CurrentControlSet\Control\CI","SUCCESS",""
"1:58:32.8844357 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKLM\System\CurrentControlSet\Control\CI","REPARSE","Desired Access: Query Value"
"1:58:32.8844458 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKLM\System\CurrentControlSet\Control\CI","SUCCESS","Desired Access: Query Value"
"1:58:32.8844539 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegQueryValue","HKLM\System\CurrentControlSet\Control\CI\Disable26178932","NAME NOT FOUND","Length: 80"
"1:58:32.8844619 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegCloseKey","HKLM\System\CurrentControlSet\Control\CI","SUCCESS",""
"1:58:32.8844689 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","CreateFileMapping","D:\Internship Report\5fc6f24d43bc7ca45a81d159291955d1.exe","SUCCESS","SyncType: SyncTypeOther"
"1:58:32.8845254 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\5fc6f24d43bc7ca45a81d159291955d1.exe","NAME NOT FOUND","Desired Access: Query Value, Enumerate Sub Keys"
"1:58:32.8845637 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","QuerySecurityFile","D:\Internship Report\5fc6f24d43bc7ca45a81d159291955d1.exe","SUCCESS","Information: Label"
"1:58:32.8845957 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","QueryNameInformationFile","D:\Internship Report\5fc6f24d43bc7ca45a81d159291955d1.exe","SUCCESS","Name: \Internship Report\5fc6f24d43bc7ca45a81d159291955d1.exe"
"1:58:32.8851521 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-1961452124-1898181210-4186747527-1001","SUCCESS","Desired Access: All Access"
"1:58:32.8852174 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegQueryValue","HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-1961452124-1898181210-4186747527-1001\\Device\HarddiskVolume3\Internship Report\5fc6f24d43bc7ca45a81d159291955d1.exe","NAME NOT FOUND","Length: 40"
"1:58:32.8852326 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegCloseKey","HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-1961452124-1898181210-4186747527-1001","SUCCESS",""
"1:58:32.8852439 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKLM\SYSTEM\CurrentControlSet\Control\Session Manager\BAM","REPARSE","Desired Access: Query Value"
"1:58:32.8852540 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager\BAM","NAME NOT FOUND","Desired Access: Query Value"
"1:58:32.8853215 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","CreateFile","D:\Internship Report\5fc6f24d43bc7ca45a81d159291955d1.exe","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Non-Directory File, Attributes: n/a, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened"
"1:58:32.8853338 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","CloseFile","D:\Internship Report\5fc6f24d43bc7ca45a81d159291955d1.exe","SUCCESS",""
"1:58:32.8853832 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","QueryNameInformationFile","D:\Internship Report\5fc6f24d43bc7ca45a81d159291955d1.exe","SUCCESS","Name: \Internship Report\5fc6f24d43bc7ca45a81d159291955d1.exe"
"1:58:32.8854291 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","CreateFile","D:\Internship Report\5fc6f24d43bc7ca45a81d159291955d1.exe","SUCCESS","Desired Access: Read Data/List Directory, Read Attributes, Synchronize, Disposition: Open, Options: Sequential Access, Synchronous IO Alert, Non-Directory File, Attributes: N, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"1:58:32.8854453 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","QueryAllInformationFile","D:\Internship Report\5fc6f24d43bc7ca45a81d159291955d1.exe","SUCCESS","CreationTime: 8/17/2022 12:58:37 PM, LastAccessTime: 8/22/2022 1:58:32 PM, LastWriteTime: 2/25/2022 2:27:18 PM, ChangeTime: 8/18/2022 2:18:52 PM, FileAttributes: A, AllocationSize: 339,968, EndOfFile: 336,896, NumberOfLinks: 1, DeletePending: False, Directory: False, IndexNumber: 0x8000000002450, EaSize: 0, Access: Read Data/List Directory, Read Attributes, Synchronize, Position: 0, Mode: Sequential Access, Synchronous IO Alert, AlignmentRequirement: Long"
"1:58:32.8855861 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","CloseFile","D:\Internship Report\5fc6f24d43bc7ca45a81d159291955d1.exe","SUCCESS",""
"1:58:32.8856576 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","Process Create","D:\Internship Report\5fc6f24d43bc7ca45a81d159291955d1.exe","SUCCESS","PID: 3844, Command line: ""D:\Internship Report\5fc6f24d43bc7ca45a81d159291955d1.exe"" "
"1:58:32.8856637 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","Process Start","","SUCCESS","Parent PID: 5172, Command line: ""D:\Internship Report\5fc6f24d43bc7ca45a81d159291955d1.exe"" , Current directory: D:\Internship Report\, Environment: ;	=::=::\;	ALLUSERSPROFILE=C:\ProgramData;	APPDATA=C:\Users\4valanch3r\AppData\Roaming;	ChocolateyInstall=C:\ProgramData\chocolatey;	ChocolateyLastPathUpdate=132674299506205125;	ChocolateyToolsLocation=C:\Tools;	CommonProgramFiles=C:\Program Files (x86)\Common Files;	CommonProgramFiles(x86)=C:\Program Files (x86)\Common Files;	CommonProgramW6432=C:\Program Files\Common Files;	COMPUTERNAME=DESKTOP-V6I34D4;	ComSpec=C:\Windows\system32\cmd.exe;	DriverData=C:\Windows\System32\Drivers\DriverData;	HOMEDRIVE=C:;	HOMEPATH=\Users\4valanch3r;	JAVA_HOME=C:\Program Files\OpenJDK\openjdk-11.0.11_9;	JDK_HOME=C:\Program Files\OpenJDK\openjdk-11.0.11_9;	LOCALAPPDATA=C:\Users\4valanch3r\AppData\Local;	LOGONSERVER=\\DESKTOP-V6I34D4;	NUMBER_OF_PROCESSORS=2;	OneDrive=C:\Users\4valanch3r\OneDrive;	OS=Windows_NT;	Path=C:\Program Files\Python39\Scripts\;C:\Program Files\Python39\;C:\Program Files (x86)\Common Files\Oracle\Java\javapath;C:\Python37\Scripts\;C:\Python37\;C:\Python27\;C:\Python27\Scripts;C:\ProgramData\Boxstarter;C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Windows\System32\OpenSSH\;C:\ProgramData\chocolatey\bin;C:\Program Files\OpenJDK\openjdk-11.0.11_9\bin;C:\Program Files\010 Editor;C:\Program Files\nodejs\;C:\Program Files\Microsoft VS Code\bin;C:\Program Files\dotnet\;C:\Users\4valanch3r\AppData\Local\Microsoft\WindowsApps;C:\Tools\Cmder;C:\ProgramData\chocolatey\lib\radare2.flare\tools\radare2\bin;C:\Tools\java-deobfuscator-gui;C:\Tools\Bytecode-Viewer;C:\Program Files (x86)\Nmap;C:\ProgramData\chocolatey\lib\rawcap\tools\rawcap;C:\Tools\pyinstxtractor;C:\Tools\oledump;C:\Tools\rtfdump;C:\Tools\msoffcrypto-crack;C:\Program Files (x86)\pdfid;C:\Program Files (x86)\pdfparser;C:\pdfstreamdumper;C:\iDefense\SysAnalyzer;C:\Users\4valanch3r\AppData\Local\Programs\Fiddler;C:\Users\4valanch3r\AppData\Roaming\npm;C:\Tools\Strings;C:\Users\4valanch3r\.dotnet\tools;	PATHEXT=.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC;.PY;.PYW;	PROCESSOR_ARCHITECTURE=x86;	PROCESSOR_ARCHITEW6432=AMD64;	PROCESSOR_IDENTIFIER=AMD64 Family 23 Model 113 Stepping 0, AuthenticAMD;	PROCESSOR_LEVEL=23;	PROCESSOR_REVISION=7100;	ProgramData=C:\ProgramData;	ProgramFiles=C:\Program Files (x86);	ProgramFiles(x86)=C:\Program Files (x86);	ProgramW6432=C:\Program Files;	PROMPT=FLARE$S$d$s$t$_$p$+$g;	PSModulePath=C:\Users\4valanch3r\Documents\WindowsPowerShell\Modules;	PUBLIC=C:\Users\Public;	RAW_TOOLS_DIR=C:\Tools;	SESSIONNAME=Console;	SystemDrive=C:;	SystemRoot=C:\Windows;	TEMP=C:\Users\4VALAN~1\AppData\Local\Temp;	TMP=C:\Users\4VALAN~1\AppData\Local\Temp;	TOOL_LIST_DIR=C:\ProgramData\Microsoft\Windows\Start Menu\Programs\FLARE;	TOOL_LIST_SHORTCUT=C:\Users\4valanch3r\Desktop\FLARE.lnk;	USERDOMAIN=DESKTOP-V6I34D4;	USERDOMAIN_ROAMINGPROFILE=DESKTOP-V6I34D4;	USERNAME=4valanch3r;	USERPROFILE=C:\Users\4valanch3r;	VBOX_MSI_INSTALL_PATH=C:\Program Files\Oracle\VirtualBox\;	VM_COMMON_DIR=C:\ProgramData\FEVM;	windir=C:\Windows;	_NT_SYMBOL_PATH=symsrv*symsrv.dll*C:\symbols*http://msdl.microsoft.com/download/symbols"
"1:58:32.8856695 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","Thread Create","","SUCCESS","Thread ID: 3696"
"1:58:32.8857092 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager\AppCertDlls","REPARSE","Desired Access: Query Value"
"1:58:32.8857204 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager\AppCertDlls","NAME NOT FOUND","Desired Access: Query Value"
"1:58:32.8857370 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKLM\System\CurrentControlSet\Control\SafeBoot\Option","REPARSE","Desired Access: Query Value, Set Value"
"1:58:32.8857450 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKLM\System\CurrentControlSet\Control\SafeBoot\Option","NAME NOT FOUND","Desired Access: Query Value, Set Value"
"1:58:32.8857605 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKLM\Software\WOW6432Node\Policies\Microsoft\Windows\Safer\CodeIdentifiers","REPARSE","Desired Access: Query Value"
"1:58:32.8857840 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKLM\SOFTWARE\Policies\Microsoft\Windows\Safer\CodeIdentifiers","SUCCESS","Desired Access: Query Value"
"1:58:32.8857993 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegSetInfoKey","HKLM\SOFTWARE\Policies\Microsoft\Windows\safer\codeidentifiers","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"1:58:32.8858396 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegQueryValue","HKLM\SOFTWARE\Policies\Microsoft\Windows\safer\codeidentifiers\TransparentEnabled","NAME NOT FOUND","Length: 80"
"1:58:32.8858605 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegQueryValue","HKLM\SOFTWARE\Policies\Microsoft\Windows\safer\codeidentifiers\AuthenticodeEnabled","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"1:58:32.8858752 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegCloseKey","HKLM\SOFTWARE\Policies\Microsoft\Windows\safer\codeidentifiers","SUCCESS",""
"1:58:32.8858932 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKCU\Software\Policies\Microsoft\Windows\Safer\CodeIdentifiers","NAME NOT FOUND","Desired Access: Query Value"
"1:58:32.8859464 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders","SUCCESS","Desired Access: Query Value"
"1:58:32.8859733 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegSetInfoKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"1:58:32.8859954 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegQueryValue","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders\Cache","SUCCESS","Type: REG_SZ, Length: 124, Data: C:\Users\4valanch3r\AppData\Local\Microsoft\Windows\INetCache"
"1:58:32.8860102 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegCloseKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders","SUCCESS",""
"1:58:32.8860228 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKCU\Software\Microsoft\Windows NT\CurrentVersion","SUCCESS","Desired Access: Enumerate Sub Keys"
"1:58:32.8860321 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegSetInfoKey","HKCU\SOFTWARE\Microsoft\Windows NT\CurrentVersion","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"1:58:32.8860421 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegQueryKey","HKCU\SOFTWARE\Microsoft\Windows NT\CurrentVersion","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"1:58:32.8860487 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKCU\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\Layers","SUCCESS","Desired Access: Query Value"
"1:58:32.8860565 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegSetInfoKey","HKCU\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\Layers","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"1:58:32.8860645 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegQueryValue","HKCU\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\Layers\D:\Internship Report\5fc6f24d43bc7ca45a81d159291955d1.exe","NAME NOT FOUND","Length: 16"
"1:58:32.8860744 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegCloseKey","HKCU\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\Layers","SUCCESS",""
"1:58:32.8860985 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","QuerySecurityFile","D:\Internship Report\5fc6f24d43bc7ca45a81d159291955d1.exe","SUCCESS","Information: Owner, Group, DACL, SACL, Label, Attribute, Process Trust Label, 0x100"
"1:58:32.8861803 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","CreateFile","C:\Windows\apppatch\sysmain.sdb","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"1:58:32.8862100 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","QueryBasicInformationFile","C:\Windows\apppatch\sysmain.sdb","SUCCESS","CreationTime: 11/18/2020 7:48:47 PM, LastAccessTime: 8/22/2022 1:56:59 PM, LastWriteTime: 11/18/2020 7:48:47 PM, ChangeTime: 6/6/2021 12:54:18 AM, FileAttributes: A"
"1:58:32.8862164 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","CloseFile","C:\Windows\apppatch\sysmain.sdb","SUCCESS",""
"1:58:32.8862357 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","QueryBasicInformationFile","D:\Internship Report\5fc6f24d43bc7ca45a81d159291955d1.exe","SUCCESS","CreationTime: 8/17/2022 12:58:37 PM, LastAccessTime: 8/22/2022 1:58:32 PM, LastWriteTime: 2/25/2022 2:27:18 PM, ChangeTime: 8/18/2022 2:18:52 PM, FileAttributes: A"
"1:58:32.8863397 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKLM\Software\WOW6432Node\Microsoft\Windows\CurrentVersion\SideBySide","SUCCESS","Desired Access: Read"
"1:58:32.8863595 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegSetInfoKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\SideBySide","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"1:58:32.8863656 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegQueryValue","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\SideBySide\PreferExternalManifest","NAME NOT FOUND","Length: 20"
"1:58:32.8863727 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegCloseKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\SideBySide","SUCCESS",""
"1:58:32.8864173 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKLM\SYSTEM\CurrentControlSet\Control\Nls\CustomLocale","REPARSE","Desired Access: Query Value"
"1:58:32.8864261 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale","SUCCESS","Desired Access: Query Value"
"1:58:32.8864352 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegSetInfoKey","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
